gt_atom_id,pred_atom_id,x_gt,y_gt,x_pred,y_pred,dx,dy,distance
0,12,25.43439167964553,24.78947211623745,24.789473684210527,25.63157894736842,-0.6449179954350015,0.8421068311309696,1.0606899338983773
1,0,41.43439167964553,24.78947211623745,40.76190476190476,25.38095238095238,-0.6724869177407697,0.591480264714928,0.895593411141307
2,1,57.43439167964553,24.78947211623745,56.76190476190476,25.38095238095238,-0.6724869177407697,0.591480264714928,0.895593411141307
3,2,73.43439167964553,24.78947211623745,72.8,25.5,-0.6343916796455318,0.7105278837625484,0.9525243707158176
4,3,89.43439167964553,24.78947211623745,88.76190476190476,25.61904761904762,-0.6724869177407697,0.8295755028101688,1.0679111242960366
5,4,105.43439167964551,24.78947211623745,104.76190476190476,25.61904761904762,-0.6724869177407555,0.8295755028101688,1.0679111242960277
6,5,121.43439167964551,24.78947211623745,120.76190476190476,25.61904761904762,-0.6724869177407555,0.8295755028101688,1.0679111242960277
7,6,137.43439167964553,24.78947211623745,136.76190476190476,25.61904761904762,-0.6724869177407697,0.8295755028101688,1.0679111242960366
8,7,153.43439167964553,24.78947211623745,152.76190476190476,25.61904761904762,-0.6724869177407697,0.8295755028101688,1.0679111242960366
9,8,169.43439167964553,24.78947211623745,168.76190476190476,25.61904761904762,-0.6724869177407697,0.8295755028101688,1.0679111242960366
10,9,185.43439167964556,24.78947211623745,184.7619047619048,25.61904761904762,-0.6724869177407697,0.8295755028101688,1.0679111242960366
11,10,201.43439167964556,24.78947211623745,200.8,25.5,-0.634391679645546,0.7105278837625484,0.9525243707158272
12,11,217.43439167964556,24.78947211623745,216.7619047619048,25.38095238095238,-0.6724869177407697,0.591480264714928,0.895593411141307
13,13,233.43439167964556,24.78947211623745,232.7894736842105,25.63157894736842,-0.6449179954350654,0.8421068311309696,1.0606899338984161
14,14,25.43439167964553,40.789472116237455,24.727272727272727,41.5,-0.7071189523728023,0.7105278837625448,1.0024305893222183
15,15,41.43439167964553,40.789472116237455,40.72727272727273,41.5,-0.7071189523728023,0.7105278837625448,1.0024305893222183
16,16,57.43439167964553,40.789472116237455,56.72727272727273,41.5,-0.7071189523728023,0.7105278837625448,1.0024305893222183
17,17,73.43439167964553,40.789472116237455,72.72727272727273,41.5,-0.7071189523727952,0.7105278837625448,1.0024305893222132
18,18,89.43439167964553,40.789472116237455,88.76190476190476,41.61904761904762,-0.6724869177407697,0.8295755028101652,1.067911124296034
19,19,105.43439167964551,40.789472116237455,104.75,41.75,-0.6843916796455147,0.9605278837625448,1.1794090836742617
20,20,121.43439167964551,40.789472116237455,120.75,41.75,-0.6843916796455147,0.9605278837625448,1.1794090836742617
21,21,137.43439167964553,40.789472116237455,136.75,41.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
22,22,153.43439167964553,40.789472116237455,152.75,41.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
23,23,169.43439167964553,40.789472116237455,168.75,41.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
24,24,185.43439167964556,40.789472116237455,184.75,41.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
25,25,201.43439167964556,40.789472116237455,200.75,41.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
26,26,217.43439167964556,40.789472116237455,216.75,41.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
27,27,233.43439167964556,40.789472116237455,232.7894736842105,41.63157894736842,-0.6449179954350654,0.8421068311309625,1.0606899338984106
28,28,25.43439167964553,56.789472116237455,24.761904761904763,57.61904761904762,-0.6724869177407662,0.8295755028101652,1.0679111242960317
29,29,41.43439167964553,56.789472116237455,40.72727272727273,57.5,-0.7071189523728023,0.7105278837625448,1.0024305893222183
30,30,57.43439167964553,56.789472116237455,56.72727272727273,57.5,-0.7071189523728023,0.7105278837625448,1.0024305893222183
31,31,73.43439167964553,56.789472116237455,72.75,57.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
32,32,89.43439167964553,56.789472116237455,88.75,57.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
33,33,105.43439167964551,56.789472116237455,104.75,57.75,-0.6843916796455147,0.9605278837625448,1.1794090836742617
34,34,121.43439167964551,56.789472116237455,120.75,57.75,-0.6843916796455147,0.9605278837625448,1.1794090836742617
35,35,137.43439167964553,56.789472116237455,136.75,57.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
36,36,153.43439167964553,56.789472116237455,152.75,57.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
37,37,169.43439167964553,56.789472116237455,168.75,57.75,-0.6843916796455289,0.9605278837625448,1.1794090836742699
38,38,185.43439167964556,56.789472116237455,184.75,57.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
39,39,201.43439167964556,56.789472116237455,200.75,57.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
40,40,217.43439167964556,56.789472116237455,216.75,57.75,-0.6843916796455574,0.9605278837625448,1.1794090836742865
41,41,233.43439167964556,56.789472116237455,232.7894736842105,57.63157894736842,-0.6449179954350654,0.8421068311309625,1.0606899338984106
42,42,25.43439167964553,72.78947211623746,24.761904761904763,73.61904761904762,-0.6724869177407662,0.8295755028101581,1.0679111242960262
43,43,41.43439167964553,72.78947211623746,40.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
44,44,57.43439167964553,72.78947211623746,56.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
45,45,73.43439167964553,72.78947211623746,72.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
46,46,89.43439167964553,72.78947211623746,88.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
47,47,105.43439167964551,72.78947211623746,104.75,73.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
48,48,121.43439167964551,72.78947211623746,120.75,73.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
49,49,137.43439167964553,72.78947211623746,136.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
50,50,153.43439167964553,72.78947211623746,152.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
51,51,169.43439167964553,72.78947211623746,168.75,73.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
52,52,185.43439167964556,72.78947211623746,184.75,73.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
53,53,201.43439167964556,72.78947211623746,200.75,73.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
54,54,217.43439167964556,72.78947211623746,216.75,73.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
55,55,233.43439167964556,72.78947211623746,232.75,73.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
56,56,25.43439167964553,88.78947211623746,24.761904761904763,89.61904761904762,-0.6724869177407662,0.8295755028101581,1.0679111242960262
57,57,41.43439167964553,88.78947211623746,40.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
58,58,57.43439167964553,88.78947211623746,56.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
59,59,73.43439167964553,88.78947211623746,72.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
60,60,89.43439167964553,88.78947211623746,88.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
61,61,105.43439167964551,88.78947211623746,104.75,89.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
62,62,121.43439167964551,88.78947211623746,120.75,89.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
63,63,137.43439167964553,88.78947211623746,136.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
64,64,153.43439167964553,88.78947211623746,152.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
65,65,169.43439167964553,88.78947211623746,168.75,89.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
66,66,185.43439167964556,88.78947211623746,184.75,89.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
67,67,201.43439167964556,88.78947211623746,200.75,89.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
68,68,217.43439167964556,88.78947211623746,216.75,89.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
69,69,233.43439167964556,88.78947211623746,232.75,89.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
70,70,25.43439167964553,104.78947211623746,24.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
71,71,41.43439167964553,104.78947211623746,40.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
72,72,57.43439167964553,104.78947211623746,56.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
73,73,73.43439167964553,104.78947211623746,72.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
74,74,89.43439167964553,104.78947211623746,88.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
75,75,105.43439167964551,104.78947211623746,104.75,105.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
76,76,121.43439167964551,104.78947211623746,120.75,105.75,-0.6843916796455147,0.9605278837625377,1.179409083674256
77,77,137.43439167964553,104.78947211623746,136.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
78,78,153.43439167964553,104.78947211623746,152.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
79,79,169.43439167964553,104.78947211623746,168.75,105.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
80,80,185.43439167964556,104.78947211623746,184.75,105.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
81,81,201.43439167964556,104.78947211623746,200.75,105.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
82,82,217.43439167964556,104.78947211623746,216.75,105.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
83,83,233.43439167964556,104.78947211623746,232.75,105.75,-0.6843916796455574,0.9605278837625377,1.1794090836742805
84,84,25.43439167964553,120.78947211623746,24.75,121.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
85,85,41.43439167964553,120.78947211623746,40.75,121.75,-0.6843916796455289,0.9605278837625377,1.1794090836742643
